term,subject,course_name,course_number,crn,section,frequency,time,days,location,date_range,schedule_type,instructor,instructional_method,units,additional_information
202501,MUS,CHAMBER MUSIC: Percussion,181,23730,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,William   Linwood (P),Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202501,MUS,CHAMBER MUSIC: Keyboard,181,23731,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Arthur Paul  Rowe (P),Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202501,MUS,CHAMBER MUSIC: Guitar,181,23732,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202501,MUS,CHAMBER MUSIC: Voice,181,23733,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Benjamin   Butterfield (P),Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202501,MUS,CHAMBER MUSIC: New Music Ensemble,181,23734,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Ajtony Csaba   Szakacs (P),Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202501,MUS,CHAMBER MUSIC: Vocal Jazz,181,23735,MUS 181,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Wendell Arthur  Clanton (P),Face-to-face,0.500,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in MUS 181 A01 in First Term and MUS 181 A01 in Second Term."
202409,LING,"Issues, Principles and Best Practices in Language Revitalization",180B,13828,LING 180B,Every Week,TBA,,TBA,"Oct 07, 2024 - Oct 12, 2024",Lecture,TBA,Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) program. Takes place in Behchoko, NWT. Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,"Issues, Principles and Best Practices in Language Revitalization",180B,13830,LING 180B,Every Week,TBA,,TBA,"Oct 21, 2024 - Dec 04, 2024",Lecture,TBA,Fully Online,1.500,"Permission of department required for registration in this section. Students must be enrolled in the National Online Cohort of the Certificate in Indigenous Language Revitalization (CILR) program. Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,"Issues, Principles and Best Practices in Language Revitalization",180B,14119,LING 180B,Every Week,TBA,,TBA,"Oct 21, 2024 - Nov 08, 2024",Lecture,TBA,Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) program. Takes place in Pirurvik Centre, Iqaluit, NU.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,"Issues, Principles and Best Practices in Language Revitalization",180B,14239,LING 180B,Every Week,TBA,,TBA,"Oct 22, 2024 - Nov 15, 2024",Lecture,TBA,Fully Online,1.500,"Student must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) Program as part of the Penelakut Tribe cohort. Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202501,MUS,"Music, Science and Computers",207,23672,MUS 207,Every Week,10:00 am - 11:20 am,MR,MacLaurin Building A169,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,
202501,COM,Professional Skills Development,205,23472,COM 205,Every Week,1:00 pm - 2:20 pm,T,Engineering Comp Science Bldg 123,"Jan 06, 2025 - Apr 04, 2025",Lecture,Kerstin   Heilgenberg (P),Face-to-face,0.000,"Permission of department required for registration in this section. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,LING,"Language Learning, Language Revitalization and Social Action",182,13809,LING 182,Every Week,TBA,,TBA,"Sep 10, 2024 - Oct 17, 2024",Lecture,Kyle William  Napier (P),Fully Online,1.500,"Permission of department required for registration in this section. Students must be enrolled in the National Online Cohort of the Certificate in Indigenous Language Revitalization (CILR) program. Important Note: Non-standard dates apply to this section. See the 'courses and registration page' and select 'Courses with non-standard dates and deadlines' section to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,INTRO LING:LANG REVITALIZATION:,181,13839,LING 181,Every Week,TBA,,TBA,"Oct 28, 2024 - Nov 18, 2024",Lecture,Amanda Marie  Kuluguqtuq (P),Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Proficiency (CILP) program. Takes place in Pirurvik Centre, Iqaluit, NU.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,INTRO LING:LANG REVITALIZATION: SENĆOŦEN,181,14043,LING 181,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Marion   Caldecott (P),Face-to-face,1.500,Students must be enrolled in the Certificate in Indigenous Language Proficiency (CILP) program.
202409,LING,Introductory Linguistics for Language Revitalization,181,14085,LING 181,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Deanna Ellen Louise  Nicolson (P),Fully Online,1.500,Students must be enrolled in the Certificate in Indigenous Language Proficiency (CILP) program.
202409,LING,Introductory Linguistics for Language Revitalization,181,14117,LING 181,Every Week,TBA,,TBA,"Sep 23, 2024 - Oct 11, 2024",Lecture,TBA,Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) program. Takes place in Pirurvik Centre, Iqaluit, NU.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,BIOC,General Biochemistry I,300A,10264,BIOC 300A,Every Week,11:30 am - 12:20 pm,TWF,Engineering Comp Science Bldg 123,"Sep 04, 2024 - Dec 04, 2024",Lecture,Aditya   Mojumdar (P),Face-to-face,1.500,
202501,COM,Organizational Behaviour,220,20588,COM 220,Every Week,8:30 am - 9:50 am,MR,Clearihue Building A224,"Jan 06, 2025 - Apr 04, 2025",Lecture,Sanghoon   Nam (P),Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202501,COM,Organizational Behaviour,220,20589,COM 220,Every Week,11:30 am - 12:50 pm,MR,Engineering Comp Science Bldg 116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Sanghoon   Nam (P),Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202409,LING,Documentation and Recording for Indigenous Language Reclamation,183A,13705,LING 183A,Every Week,TBA,,TBA,"Oct 22, 2024 - Dec 03, 2024",Lecture,Kyle William  Napier (P),Fully Online,1.500,"Permission of department required for registration in this section. Students must be enrolled in the National Online Cohort of the Certificate in Indigenous Language Revitalization (CILR) program. Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,Documentation and Recording for Indigenous Language Reclamation,183A,14118,LING 183A,Every Week,TBA,,TBA,"Sep 23, 2024 - Oct 11, 2024",Lecture,TBA,Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) program. Takes place in Pirurvik Centre, Iqaluit, NU.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,LING,Documentation and Recording for Indigenous Language Reclamation,183A,14240,LING 183A,Every Week,TBA,,TBA,"Nov 19, 2024 - Dec 13, 2024",Lecture,Kyle William  Napier (P),Fully Online,1.500,
202501,COM,Management Finance,240,20590,COM 240,Every Week,11:30 am - 12:50 pm,MR,David Turpin Building A104,"Jan 06, 2025 - Apr 04, 2025",Lecture,QianQian   Du (P),Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202501,COM,Management Finance,240,20591,COM 240,Every Week,10:00 am - 11:20 am,MR,David Strong Building C103,"Jan 06, 2025 - Apr 04, 2025",Lecture,QianQian   Du (P),Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202501,MUS,Music in the Elementary School Curriculum,237,22159,MUS 237,Every Week,8:30 am - 9:20 am,TWF,MacLaurin Building A166,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,"Registration restricted to Music Education Majors (MEI and MEC), All other BMus students require permission of the department for registration in this section."
202501,COM,Personal Financial Management,247,20592,COM 247,Every Week,11:30 am - 12:50 pm,MR,Engineering Comp Science Bldg 124,"Jan 06, 2025 - Apr 04, 2025",Lecture,Michael Robert  King (P),Face-to-face,1.500,
202501,COM,Personal Financial Management,247,20593,COM 247,Every Week,10:00 am - 11:20 am,MR,Engineering Comp Science Bldg 124,"Jan 06, 2025 - Apr 04, 2025",Lecture,Michael Robert  King (P),Face-to-face,1.500,
202409,BIOC,Biochemistry of Signal Transduction,403,10265,BIOC 403,Every Week,10:00 am - 11:20 am,MR,Cornett Building B143,"Sep 04, 2024 - Dec 04, 2024",Lecture,John Edmund  Burke (P),Face-to-face,1.500,
202501,COM,Fundamentals of Marketing,250,20594,COM 250,Every Week,6:30 pm - 9:20 pm,M,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Linda Hui  Shi (P),Fully Online,1.500,Not open to BCOM students or students intending to apply to BCOM.
202501,COM,Fundamentals of Marketing,250,20595,COM 250,Every Week,4:30 pm - 5:50 pm,MW,David Strong Building C103,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202409,BIOC,Proteins,404,10266,BIOC 404,Every Week,8:30 am - 9:50 am,MR,Elliott Building 060,"Sep 04, 2024 - Dec 04, 2024",Lecture,Alisdair Bennett  Boraston (P),Face-to-face,1.500,
202501,COM,Introduction to Canadian Business,290,20596,COM 290,Every Week,10:30 am - 11:20 am,TWF,Elliott Building 162,"Jan 06, 2025 - Apr 04, 2025",Lecture,Benjamin John Joseph   Lukenchuk (P),Face-to-face,1.500,Permission of department required for registration in this section. Restricted to BCom Int'l students.
202501,COM,Legal Environment of Business,302,20597,COM 302,Every Week,4:30 pm - 5:50 pm,TR,Cornett Building A125,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,Not open to Pre-Commerce or BCom students.
202409,LING,Introduction to Phonetics and Phonology,200,11989,LING 200,Every Week,11:30 am - 12:20 pm,TWF,Clearihue Building C112,"Sep 04, 2024 - Dec 04, 2024",Lecture,Hua   Lin (P),Face-to-face,1.500,
202501,MUS,SEMINAR IN PERFORMANCE: Piano,245,22183,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,May Ling  Kwok (P),Face-to-face,1.500,Restricted to BMus: Performance
202501,MUS,SEMINAR IN PERFORMANCE: Piano,245,22184,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Arthur Paul  Rowe (P),Face-to-face,1.500,Restricted to BMus.
202501,MUS,SEMINAR IN PERFORMANCE: Saxophone,245,22185,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Wendell Arthur  Clanton (P),Face-to-face,1.500,Restricted to BMus: Performance
202501,MUS,SEMINAR IN PERFORMANCE: Clarinet,245,22186,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,David   Boutin-Bourque (P),Face-to-face,1.500,Restricted to BMus.
202501,MUS,SEMINAR IN PERFORMANCE: Violin,245,22187,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Ann   Elliott-Goldschmid (P),Face-to-face,1.500,Restricted to BMus: Performance
202501,MUS,SEMINAR IN PERFORMANCE: Percussion,245,22188,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,William   Linwood (P),Face-to-face,1.500,Restricted to BMus.
202501,MUS,SEMINAR IN PERFORMANCE: Cello,245,23840,MUS 245,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Pamela Ruth  Highbaugh Aloni (P),Face-to-face,1.500,
202409,BIOC,Proteomics and Metabolomics,409,10267,BIOC 409,Every Week,11:30 am - 12:50 pm,MR,Elliott Building 060,"Sep 04, 2024 - Dec 04, 2024",Lecture,"David Robinson  Goodlett (P), Andrew R.S.  Ross",Face-to-face,1.500,
202501,COM,INTERMEDIATE BUSINESS TOPICS: Business Strategy and Competitiveness,303,20598,COM 303,Every Week,4:30 pm - 5:50 pm,MW,Sŋéqə ʔéʔləŋ | Sngequ House 131,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Aloysius   Newenham-Kahindi (P),Face-to-face,1.500,"Not open to Pre-Commerce or BCom students. The aim of COM303 is to orient students with an understanding of what strategy is, and how firms use it to plan, and execute activities so to develop competitiveness."
202501,MUS,Introduction to Instrumental and Choral Conducting II,256B,22189,MUS 256B,Every Week,1:00 pm - 2:20 pm,MR,MacLaurin Building B037,"Jan 06, 2025 - Apr 04, 2025",Lecture,Steven J  Capaldo (P),Face-to-face,1.500,"Restricted to Music Education students. Bachelor of Music, Minor in Music, and other students may contact the School of Music to request permission to register on a space available basis: musicadmin@uvic.ca."
202501,MUS,INDIVIDUAL TUITION: Bass,240,22160,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus
202501,MUS,INDIVIDUAL TUITION: Bassoon,240,22161,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Katrina Frances  Russell (P),Face-to-face,1.000,Restricted to BMus
202501,MUS,INDIVIDUAL TUITION: Cello,240,22162,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Pamela Ruth  Highbaugh Aloni (P),Face-to-face,1.000,Restricted to BMus
202501,MUS,INDIVIDUAL TUITION: Clarinet,240,22163,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,David   Boutin-Bourque (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Flute,240,22164,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Suzanne   Snizek (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Guitar,240,22165,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Horn,240,22166,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Samuel Kenneth John  McNally (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Oboe,240,22167,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Michelle   Feng (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Percussion,240,22168,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,William   Linwood (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Piano,240,22169,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,May Ling  Kwok (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Piano,240,22170,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Arthur Paul  Rowe (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Piano,240,22171,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Eva   Kinderman (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Piano,240,22172,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Saxophone,240,22173,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Wendell Arthur  Clanton (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Trombone,240,22174,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Scott   MacInnes (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Trumpet,240,22175,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Tuba,240,22176,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Scott   MacInnes (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Viola,240,22177,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Joanna Elizabeth  Hood (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Violin,240,22178,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Ann   Elliott-Goldschmid (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Voice,240,22179,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Benjamin   Butterfield (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Voice,240,22180,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Anne   Grimm (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Voice,240,22181,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Kyron   Basu (P),Face-to-face,1.000,Restricted to BMus.
202501,MUS,INDIVIDUAL TUITION: Voice,240,22182,MUS 240,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Marion   Newman (P),Face-to-face,1.000,Restricted to BMus.
202409,BCMB,Research Experience,298,10246,BCMB 298,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,TBA,Face-to-face,0.000,Permission of department required for registration in this course.
202501,COM,Management Accounting,316,20599,COM 316,Every Week,11:30 am - 12:50 pm,MW,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Kimball A  Ketsa (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Management Accounting,316,20600,COM 316,Every Week,1:30 pm - 2:50 pm,MW,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jennifer Eliza  Reed (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Management Accounting,316,20601,COM 316,Every Week,10:00 am - 11:20 am,MW,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,Kimball A  Ketsa (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Management Accounting,316,20602,COM 316,Every Week,3:00 pm - 4:20 pm,MW,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jennifer Eliza  Reed (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,MUS,Basic Musicianship IIB,270B,22190,MUS 270B,Every Week,3:30 pm - 4:20 pm,MR,MacLaurin Building A168,"Jan 06, 2025 - Apr 04, 2025",Lecture,Wendell Arthur  Clanton (P),Face-to-face,1.000,"Restricted to BMUS and MUCS students. Bachelor of Music, Minor in Music, and other students may contact the School of Music to request permission to register on a space available basis: musicadmin@uvic.ca."
202501,MUS,Basic Musicianship IIB,270B,23673,MUS 270B,Every Week,12:30 pm - 1:20 pm,T,MacLaurin Building A168,"Jan 06, 2025 - Apr 04, 2025",Lab,Wendell Arthur  Clanton (P),Face-to-face,0.000,
202501,MUS,Basic Musicianship IIB,270B,23674,MUS 270B,Every Week,3:30 pm - 4:20 pm,F,MacLaurin Building A168,"Jan 06, 2025 - Apr 04, 2025",Lab,Wendell Arthur  Clanton (P),Face-to-face,0.000,
202501,MUS,University Orchestra,280A,22191,MUS 280A,Every Week,10:00 am - 11:50 am,TF,Jamie Cassels Centre B144,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,"Ajtony Csaba   Szakacs (P), Giuseppe   Pietraroia",Face-to-face,1.000,Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.
202501,COM,Management Accounting I,317,20603,COM 317,Every Week,8:30 am - 9:50 am,TR,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Douglas Andrew  Stuart (P),Fully Online,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202501,COM,Management Accounting I,317,20604,COM 317,Every Week,10:00 am - 11:20 am,TR,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Douglas Andrew  Stuart (P),Face-to-face,1.500,Not open to Pre-Commerce or BCOM students or students intending to apply to BCOM.
202409,BCMB,Lab Techniques & Projects I,301A,10247,BCMB 301A,Every Week,2:30 pm - 6:20 pm,M,Petch Building 141,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,"Adrienne Rose  White (P), Alison Amber  Hamer, Bo Hyun   Kim",Face-to-face,1.500,
202409,BCMB,Lab Techniques & Projects I,301A,10248,BCMB 301A,Every Week,12:30 pm - 4:20 pm,T,Petch Building 141,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,"Adrienne Rose  White (P), Alison Amber  Hamer, Bo Hyun   Kim",Face-to-face,1.500,
202409,BCMB,Lab Techniques & Projects I,301A,10249,BCMB 301A,Every Week,12:30 pm - 4:20 pm,W,Petch Building 141,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,"Adrienne Rose  White (P), Alison Amber  Hamer, Bo Hyun   Kim",Face-to-face,1.500,
202409,BCMB,Lab Techniques & Projects I,301A,10250,BCMB 301A,Every Week,2:30 pm - 6:20 pm,R,Petch Building 141,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,"Adrienne Rose  White (P), Alison Amber  Hamer, Bo Hyun   Kim",Face-to-face,1.500,
202501,MUS,University Wind Symphony,280B,22192,MUS 280B,Every Week,10:30 am - 12:20 pm,MR,Jamie Cassels Centre B144,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Steven J  Capaldo (P),Face-to-face,1.000,Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.
202409,BCMB,Research Experience,398,10252,BCMB 398,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Gradable Lab,TBA,Face-to-face,0.000,Permission of department is required for registration in this course
202409,LING,Indigenous Language II,259,14122,LING 259,Every Week,TBA,,TBA,"Nov 18, 2024 - Dec 06, 2024",Lecture Topic,TBA,Face-to-face,1.500,"Permission of department required for registration in this section. Students must be enrolled in the Certificate in Indigenous Language Revitalization (CILR) program. Takes place in Pirurvik Centre, Iqaluit, NU.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202501,COM,Leading People and Organizations II,322,20605,COM 322,Every Week,8:30 am - 9:50 am,TR,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,"Brian Keith  Leacock (P), Francois   Bastien",Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Leading People and Organizations II,322,20606,COM 322,Every Week,4:30 pm - 5:50 pm,TR,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,"Brian Keith  Leacock (P), Francois   Bastien",Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Leading People and Organizations II,322,20607,COM 322,Every Week,11:30 am - 12:50 pm,TR,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,"Francois   Bastien (P), Brian Keith  Leacock",Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Leading People and Organizations II,322,20608,COM 322,Every Week,3:00 pm - 4:20 pm,TR,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,"Francois   Bastien (P), Brian Keith  Leacock",Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Introduction to Management Information Systems,331,20609,COM 331,Every Week,10:00 am - 11:20 am,MW,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Andrew   Park (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Introduction to Management Information Systems,331,20610,COM 331,Every Week,3:00 pm - 4:20 pm,MW,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,Andrew   Park (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Introduction to Management Information Systems,331,20611,COM 331,Every Week,8:30 am - 9:50 am,MW,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,Andrew   Park (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
202501,COM,Introduction to Management Information Systems,331,20612,COM 331,Every Week,4:30 pm - 5:50 pm,MW,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Andrew   Park (P),Face-to-face,1.500,This course is restricted to students in the 3rd year core of the BCom program.
