PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
HkGvLu6mN,GRS342,GRS,Roman Daily Life,"An exploration of Roman social and cultural history from the second century BC to the second century AD. Themes treated may include the family, social structure, housing and urban environment, education, sexuality and work and leisure.",1.5,,,"One of GRS 100, GRS 102, GRS 202, GRS 341 recommended prior to GRS 342.","Credit will be granted for only one of GRS 342, CLAS 340."
HJHwUd6Q4,GRS348,GRS,The Ancient City of Rome,"Examines the monuments and communal life of Rome from its origins to the modern era. Emphasis on the archaeology and history of the city in antiquity. Analysis of literary representations of Rome in ancient, medieval and modern eras.",1.5,,,"One of GRS 100, GRS 102, GRS 203, GRS 372 recommended prior to GRS 348.",
ByFDLuT7E,GRS355,GRS,"Love, Sex, and the Body in the Ancient World","Explores the sex-gender systems of the Greek and Roman worlds, drawing upon a range of material and textual evidence - from erotic vase paintings to legal texts and romantic novels. Topics may include: constructions of gender and sexuality, gender and sexual identities, sexual customs and ethics, marriage, prostitution and sex slavery, constructions of the male and female body, intersex and transgender persons.",1.5,,,"One of GRS 100, GRS 101, or GRS 102 recommended prior to GRS 355.","Credit will be granted for only one of GRS 355, GRS 326A (if taken as section A01 in Jan-Apr 2017)."
HJzQAKXYB,GRS358,GRS,The Ancient City of Athens,Examines the topography and monuments of Athens from the Neolithic to the Roman period. Examines the development of the city and countryside of one of the most important city-states in the Greek world through material culture and literary sources.,1.5,,,"One of GRS 100, GRS 101, GRS 203, GRS 371 recommended prior to GRS 358","Credit will be granted for only one of GRS 358, GRS 462."
SySXWPJ4B,GRS360,GRS,Experiential Learning,"Students present a project or participate in an off-campus program, approved in advance by the department, which engages with material and/or literary culture from a country with a historical relationship to ancient Greece or Rome while living in a country with a historical relationship to ancient Greece or Rome. Projects might include volunteering or enrolling in a program located abroad.",1.5,Permission of the Department.,,,
S1YDLu6mN,GRS361,GRS,"Minoan, Mycenaean, and Trojan Archaeology","Material culture from the eastern Mediterranean, from the Neolithic period through the end of the Bronze Age. Focus on the Minoans on Crete and the Mycenaean Greeks. Also the Cyclades and the volcanic eruption of Thera, Troy and the Trojan War and the Hittite Kingdom in central Anatolia.",1.5,,,GRS 203 or GRS 371 recommended prior to GRS 361.,
BksDUOp7V,GRS371,GRS,Archaeology of the Greek World,"Material culture of the Greek Bronze Age through the Hellenistic period. Architecture, sculpture and the minor arts as evidence for cultural attitudes towards humankind, the gods and the physical world. Selected monuments are illustrated through a variety of media.",1.5,,,GRS 203 or GRS 361 recommended prior to GRS 371.,"Credit will be granted for only one of GRS 371, AHVS 316, CLAS 371, HA 316."
BJ0vLdTX4,GRS376,GRS,Ancient Technology,"Introduction to the applied technologies of the Greek and Roman cultures. Presents both ancient written sources and archaeological remains from the Late Bronze Age through the Late Roman Empire. Topics include machinery and gadgets, mass production, engineering, nautical technology and labour.",1.5,,,"One of GRS 203, GRS 371, GRS 372 recommended prior to GRS 376.","Credit will be granted for only one of GRS 376, CLAS 376."
H1l1OI_aXE,GRS380,GRS,The Life and Times of Socrates,"Examination of a critical moment in Greek intellectual and political life, as seen from various points of view. Topics include: Socrates' trial and its background; the rise of the Socratic conception of philosophy and its relation to the methods of the Sophists; perceived Socratic challenges to religious and social mores; written vs. unwritten philosophy; types of Socratic literature.",1.5,,,Minimum third-year standing recommended.,"Credit will be granted for only one of GRS 380, CLAS 380, PHIL 383."
SJswIOTQ4,GRS372,GRS,Archaeology of the Roman World,"Survey of Roman material culture relating artistic expression to the political and social developments of the Roman people. Examination of Etruscan art and architecture for its formative influence on Roman culture; Republican and Imperial Roman art in the context of historical events. Topics include the special character of Roman art, Hellenized and Italic modes of expression, portraiture, historical reliefs, function in art and architectural space and city planning.",1.5,,,"One of GRS 203, GRS 348, GRS 371 recommended prior to GRS 372.","Credit will be granted for only one of GRS 372, AHVS 317, CLAS 372, HA 317."
SyyuLdTQV,GRS379,GRS,Early Greek Thought,"Examination of early Greek thought as embodied in Hesiod and Presocratics such as Heraclitus, Anaxagoras, Parmenides and Democritus. These figures may be considered in the context of historical and literary writings of their society (e.g., works by Aeschylus, Herodotus, Thucydides). Topics may include: distinctions among myth, science and philosophy; notions of law, morality and causality; the influence of early Greek thought on later thinkers.",1.5,,,Minimum third-year standing recommended.,"Credit will be granted for only one of GRS 379, CLAS 379, PHIL 379, PHIL 381. Does not presuppose a background in either Greek and Roman studies or Philosophy."
SkyO8dpX4,GRS377,GRS,Ships and Seamanship in the Ancient World,"Introduction to the maritime archaeology and marine technology of the Bronze Age Near Eastern, Greek and Roman cultures, using the evidence presented by archaeological remains of ships and harbours, and ancient visual representations and literary texts. Topics include harbour and ship design and construction, equipment, sailing techniques, navigation and underwater archaeology.",1.5,,,"One of GRS 203, GRS 371, GRS 372 recommended prior to GRS 377.",
rkgsP8da7V,GRS374,GRS,Pompeii and Herculaneum,"Explores two well-preserved ancient cities and their environs, in an effort to determine what they reveal about urban life in Roman Italy. Attention is given to urban planning and infrastructure, domestic architecture, the messages of graffiti, commercial and industrial life, and the daily activities of inhabitants.",1.5,,,GRS 203 or GRS 372 recommended prior to GRS 374.,
S1luUd6m4,GRS381,GRS,Greek and Roman Religion,"Survey of Greek and Roman religious thought and practices. Focuses on conventional religious rituals and their social value, and on the success of Greek and Roman polytheism in adapting to changing historical and social circumstances. Particular attention to mystery religions, including Christianity, and their relationship to conventional forms of religious behaviour.",1.5,,,Minimum second-year standing recommended.,"Credit will be granted for only one of GRS 381, CLAS 381, RCS 382, RS 382."
ByA20KRSU,GRS383,GRS,Greece and Rome in Modern Popular Culture,"Explores how Greek and Roman antiquity has been reimagined and deployed in the popular cultures of the twentieth and twenty-first centuries. Examines receptions of antiquity in a wide range of media, including children's literature, historical fiction, comics, music, television, video games, advertising and viral memes.",1.5,,,"One of GRS 100, GRS 101, GRS 102, GRS 200, GRS 204 recommended prior to GRS 383.","Credit will be granted for only one of GRS 383, GRS 326 (if taken in the same topic), CLAS 326 (if taken in the same topic)."
ByM_UOp7E,GRS395,GRS,Classical Studies Abroad,"Extensive overview of monuments and material culture through participation in an on-site study trip abroad. Emphasis is placed on archaeology, history and architecture.",3.0,Permission of the department.,,GRS 361 and GRS 371 recommended.,Interested students should contact the department during the Fall Term.
rJG_Id67N,GRS432,GRS,The Ancient Economy,"Examines of the literary, documentary and archaeological evidence for the economic development of the Greco-Roman Mediterranean. Topics may include the primitivist-modernist controversy, and the relative influence of urbanization, social equality, capital accumulation, technology, education and legal and political institutions on economic development.",1.5,Minimum third-year standing.,,GRS 332 or GRS 342 recommended.,
SJSd8uTX4,GRS443,GRS,The Athenian Empire,"Study of Athenian history from the Persian Wars until the end of the Peloponnesian War, focusing on her hegemony in the Eastern Mediterranean and rivalry with Sparta. Topics include the nature of the Athenian Empire, the Pentekontaetia, the social, economic and cultural importance of Athenian democracy, the Periclean building program, the Athenian theatrical festivals and the conduct of the Peloponnesian war.",1.5,Complete 1 of: GRS331 - Greek History from the Bronze Age to Alexander (1.5) GRS462 - Archaeology of Athens (1.5) or permission of the department.,,,
HySdLu674,GRS461,GRS,Culture Contact in the Eastern Mediterranean,"Focuses on early Greek relations with the cultures of the wider Near East, including the Hittites, Phrygians, and Lydians in Anatolia, the people of Mesopotamia and the Egyptians. Examines the role of these groups in forming Greek identity and discusses the topics of multi-culturalism and diversity in the ancient world.",1.5,,,"One of GRS 337, GRS 361, GRS 371, GRS 395 recommended prior to GRS 461.",
Bknu8Opm4,GRS493,GRS,Directed Study in Greek or Roman Civilization,"May be given for supervised intensive research in Greek or Roman literature, history, society, art, or archaeology. Students prepare an extended research paper, drawing on both primary and secondary sources. Introduction to epigraphy, numismatics, papyrology, where appropriate.",1.5,Permission of the department.,,,Students should make arrangements with the instructor before commencing the project.
BJ8OL_pXV,GRS480A,GRS,Special Topics in Greek History,,1.5,Complete all of the following Complete all of: GRS331 - Greek History from the Bronze Age to Alexander (1.5) minimum third-year standing or permission of department.,,,"Credit will be granted for only one of GRS 480A, CLAS 480A (if taken in the same topic)."
BJou8u6XV,GRS482A,GRS,Seminar in Greek Archaeology,,1.5,,,"One of GRS 361, GRS 371 recommended prior to GRS 482A.","Credit will be granted for only one of GRS 482A, GRS 480B (if taken in the same topic), CLAS 480B (if taken in the same topic)."
SywdLdpm4,GRS480C,GRS,Special Topics in Roman History,,1.5,Complete all of the following Complete 1 of: GRS341 - Rome's Empire (1.5) GRS342 - Roman Daily Life (1.5) GRS344 - The Fall of the Roman Republic (1.5) GRS349 - Jews and Christians in the Greek and Roman World (1.5) GRS350 - The Transformation of the Late Roman World (1.5) minimum third-year standing or permission of the department.,,,"Credit will be granted for only one of GRS 480C, CLAS 480C (if taken in the same topic)."
rks_LOpmV,GRS482B,GRS,Seminar in Roman Archaeology,,1.5,,,"One of GRS 203, GRS 372, GRS 495 recommended prior to GRS 482B.","Credit will be granted for only one of GRS 482B, GRS 480D, CLAS 480D (if taken in the same topic)."
BJRuLda7V,GRS495,GRS,Practicum in Archaeology,Introduction to the methods and techniques of archaeology in the Mediterranean through participation in an excavation. Engagement in university-level research and learning foundational principles of excavation and survey.,3.0,Permission of the department.,,GRS 361 and GRS 371 recommended prior to GRS 495.,"Credit will be granted for only one of GRS 495, CLAS 495 (if taken in the same topic). Interested students should contact the department during the Fall Term."
BkR_LdTX4,GRS499,GRS,Graduating Essay in Honours,"A graduating essay, written under the supervision of a faculty member.",3.0,Complete all of the following Minimum fourth-year standing declared Honours in Greek and Roman Studies.,,,"Credit will be granted for only one of GRS 499, CLAS 499. Students should make arrangements with the instructor before commencing the project."
rJSiwuTQV,HDCC200,HDCC,Introduction to Human Dimensions of Climate Change,"An introduction to understanding and mitigating the impacts of climate change. After a basic introduction to the physical nature of climate change, the focus turns to impacts on humans in political, economic, sociological, and psychological terms, including possible mitigation and public policy strategies.",1.5,,,,
SkUowua7E,HDCC300,HDCC,Climate Change for Social Transformation,"An opportunity for critical engagement with climate change as physical transformation, cultural object and incitement to social transformation. This interdisciplinary course approaches climate change as complex phenomena that are co-constituted by social and natural worlds. The course introduces students to a variety of lenses, knowledge networks, culturally constructed narratives and social justice issues that help them understand why responding to climate change is challenging but also opens up opportunities for change.",1.5,Minimum third-year standing or permission of the program.,,,
SkxUjwO6m4,HDCC390,HDCC,Special Topics in the Human Dimensions of Climate Change,An interdisciplinary investigation of a selected topic that emerges from the study of the human dimensions of climate change.,1.5,Permission of the program.,,,Students must have the permission of a faculty supervisor before being allowed to register in the course.
H1OsvOTQV,HDCC400,HDCC,Seminar on Human Dimensions of Climate Change,"Presentations by instructors, guest lecturers and students reinforce and extend knowledge of, and perspectives on, the impacts of climate change on humans. Strategies for mitigating the impacts are also considered.",1.5,Complete all of the following Complete 1 of: HDCC200 - Introduction to Human Dimensions of Climate Change (1.5) HDCC300 - Climate Change for Social Transformation (1.5) Complete 2 of: ANTH341 - Paleolithic Archaeology (1.5) ANTH347 - The Pleistocene Archaeology of Africa (1.5) ECON381 - Environmental Economics I (1.5) ECON382 - Natural Resource Economics I (1.5) ES301 - Political Ecology (1.5) ES480 - Advanced Environmental Topics in Political Ecology (1.5) GEOG373 - Applied Climatology (1.5) LAW328 - Green Legal Theory (1.5) LAW329 - Environmental Law (1.5) PHIL333 - Philosophy and the Environment (1.5) POLI357 - Canadian Environmental Politics (1.5) POLI377 - Comparative Environmental Politics (1.5) POLI458 - Topics in Environmental Politics (1.5) PSYC350 - Environmental Psychology (1.5) PSYC431E - Social Psychology: Environmental Psychology (1.5) SOCI465 - Sociology of Climate Change and Environment (1.5) or permission of the program.,,,
rJtawdT74,HINF140,HINF,Introduction to the Canadian Health Care System,"A comprehensive and critical understanding of the Canadian health care system, its development and current problems and issues. Introduces students to the origins, structure and key issues of the provincial and federal roles in health care and provides students with an integrated orientation regarding its major components. Focuses on the Canadian health care system but provides a comparison of the Canadian system with that of other countries with regards to the structure, health care delivery and health outcomes.",1.5,,,,"Credit will be granted for only one of HINF 140, HINF 240."
BygjpD_674,HINF200,HINF,Principles of Health Database Design,"Addresses the issues facing a database designer in the development of database applications appropriate for health data of various kinds. Includes the elements of conceptual, implementation and physical database design to support health information systems. Topics include health care database management systems (DBMS) and their components, appropriate modeling techniques for database design, relational databases using standard tools and techniques, main trends, current technologies and management issues in database.",1.5,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 200, HINF 300, CSC 370."
r1KjwO6QV,HDCC490,HDCC,Experiential Learning,Organized around opportunities for community engagement and experiential learning in an applied situation. Students work with an instructor to identify issues to be explored and what course assessment methods will be used before the experiential learning opportunity begins. Must include at least 150 hours of work or volunteer activities. Assessment typically includes a reflective journal and a final paper.,1.5,Permission of the program.,,,
BkpaDO6mV,HINF201,HINF,Database Management and Development for Health Care Systems,"Provides students with hands-on lab experience with SQL and a sophisticated, full-scale multi-platform database management system such as Oracle. Using a set of accompanying tools, students 1) explore the architecture of a database management system, 2) design a database, 3) implement a database, 4) maintain and administer a database, 5) manage application security and 6) develop prototypes of database applications. Students are able to transfer this experience to other database management systems.",1.5,Complete all of the following Complete 1 of: HINF200 - Principles of Health Database Design (1.5) CSC370 - Database Systems (1.5) admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 201, HINF 301."
S1uTvO67N,HINF115,HINF,Programming for Health Care,"Computer programming for health care information technology and systems development are covered. Topics include languages for scripting, programming, and data exchange and visualization in health care information systems. Examples and techniques tailored to health care applications are emphasized, such as programming for health decision support, electronic health records and mobile health applications. Open source system programming and prototyping for health care are also covered.",1.5,Complete 1 of the following Foundations of Math 12 Mathematics 12 Pre-calculus 12,,,"Credit will be granted for only one of HINF 115, CSC 130. Students not Majoring in Health Information Science may request permission to register in the course."
SyKsmME7v,HINF112,HINF,Introduction to Health Information Analysis ,"Explores a range of approaches and emerging methods for health data analysis for improving healthcare. The preparation and integration of health data across a range of health information systems is detailed. Application of data analysis methods for improving health care processes in a variety of settings is described, including clinical applications and use of health data for health informatics practice, research and education.",1.5,Complete 1 of: HINF115 - Programming for Health Care (1.5) CSC110 - Fundamentals of Programming I (1.5) admission to BSc program in Health Information Science or permission of the school.,,,
S1CaPOaQ4,HINF202,HINF,Introduction to Professional Practice,"Discusses the nature of co-operative education experiential education expectations, how to bring learning into the co-op experience, and the services provided by the Health Information Science Co-op Office. Preparation and training to undertake Health Information Science co-op work terms. Includes preparation of cover letters and resumes, skills assessment and analysis, networking and interview skills development and career planning.",0,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,
ByyADOamN,HINF230,HINF,Organizational Behaviour and Change Management,"Techniques for the management of individual, group and intergroup behaviour in health care organizations, including decision making and problem solving, work groups, leadership, power and influence, labour relations, process engineering and risk management.",1.5,Admission to BSc in Health Information Science of Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 230, COM 220."
Hye_aPu6mE,HINF130,HINF,Introduction to Health Information Technology,"Health information systems are comprised of computer programs generated using a variety of data manipulation and management techniques. Covers the general application of databases and spreadsheets to health information management. In addition, many specific health care applications such as electronic health records, mobile health applications, medical graphics, multi-media medical information systems, public health information systems, decision support systems, networked systems, wearable health applications and bioinformatics are addressed.",1.5,,,,"Credit will be granted for only one of HINF 130, HINF 172."
Bkr0w_aQE,HINF310,HINF,Electronic Records and Decision Support Systems,"Provides students with an in-depth understanding of the technologies that make up electronic health records and decision support systems. Topics include electronic health records (vendor based and open source), departmental systems (e.g., lab, pharmacy, intensive care,) picture archiving and communication systems (PACS), computerized physician order entry (CPOE), clinical data repositories, health plans, patient portals, personal health records and data warehouses.",1.5,Complete all of the following Complete 1 of: HINF115 - Programming for Health Care (1.5) CSC115 - Fundamentals of Programming II (1.5) Complete all of: HINF200 - Principles of Health Database Design (1.5) admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,
ByIAvu6XN,HINF330,HINF,Legal and Security Issues in Health Informatics,"Introduces students to legal aspects of their profession, including aspects of confidentiality, privacy, legal liability of software systems and contractual issues. Students gain an appreciation for legal terminology, reasoning, and processes as well as basic principles of law which apply to and govern health systems in Canada. Topics in cyber security strategies for health IT are discussed.",1.5,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 330, NURS 487."
Skf0v_TQ4,HINF280,HINF,Biomedical Fundamentals,"Presents the principles of biochemistry, organ physiology and selected examples of pathology in order to provide the fundamentals required for understanding in future studies. All body systems are briefly reviewed and discussions of medical case studies are conducted. Emerging topics in health informatics including bioinformatics and genomics are discussed.",1.5,Complete 1 of the following Biology 12 Complete 1 of: BIOC102 - Biochemistry and Human Health (1.5) BIOL150A - Modern Biology (1.5) BIOL150B - Modern Biology (1.5) BIOL186 - Physiology and Cell Biology (1.5) EPHE141 - Human Anatomy (1.5),,,"Credit will be granted for only one of HINF 280, HINF 180."
HJxADOpmN,HINF265,HINF,Health Care Delivery Organizational Models,"An introduction to the ways in which health organizations are managed and financed to deliver health care. Topics may include: organization theory, power and culture, division of labour, command and control in health care versus other industries, governance structures and integrated delivery system models.",1.5,,,,
SyWHCDOpmV,HINF320,HINF,Project Management,"Introduction to the essentials of health project management and the project life cycle in health care. Topics may include project charter, network diagramming, management of scope, stakeholder identification, cost management, scheduling and risk management.",1.5,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,
rke5CvdTXV,HINF350,HINF,Human Aspects of Health Care Information Systems,"Human aspects of health informatics. Includes discussion of the use of technology to support clinical decision making and decrease the incidence of errors in health care. Topics include information retrieval and cognitive processes, decision making and reasoning, human-computer interaction and usability engineering, patient safety and error reduction, evidence-based medicine, mHealth, consumer informatics, eHealth literacy and workflow analysis.",1.5,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,
H1s0vdaXE,HINF351,HINF,Information Technology Procurement,"Investigation of the methodologies and processes used to select Information Technology (IT), for health care organizations and governments. The primary goal is to appreciate the dynamics and compromises that take place, particularly when health organizations and governments procure IT to support patients and the public. Students are encouraged to think from a clinical point of view, as well as a technical and management perspective.",1.5,Admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 351, HINF 451."
r15Awd6XV,HINF345,HINF,"Networks, Interoperability and Systems Security","A management perspective to data communications technology, networks and distributed processing. Emphasis is on examining the impact of emerging communications technology on health information systems in varying sectors of the health care delivery system. Topics may also include electronic health record networking, interoperability and standard clinical archetypes, technical aspects of cybersecurity, telehealth, home health care monitoring and pervasive computing in health care.",1.5,Complete all of the following Complete all of: HINF201 - Database Management and Development for Health Care Systems (1.5) admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 345, HINF 445."
rylICvOam4,HINF335,HINF,Health Information Standards,"A study of health information standards being deployed and used in Canada and elsewhere. The standards examined include data, messaging and terminology standards such as HL7v2.X, HL7v3, HL7-CDA, IHE, FHIR, ICD10, LOINC, SNOMED CT and nursing terminologies. Topics include the nature of standards, their historical evolution and lifecycles for standards from initial development, distribution to maintenance. Emphasis is on practical knowledge and skills in how to work with standards.",1.5,Complete all of the following Complete all of: HINF130 - Introduction to Health Information Technology (1.5) HINF280 - Biomedical Fundamentals (1.5) admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,
BkxC0Pdp7E,HINF371,HINF,Clinical Methodologies,"The process of clinical decision making in diagnosis, treatment, planning and prognosis is covered. Topics may include use of electronic systems in improving the clinical decision making process such as preventing diagnostic errors, integrating evidence based medicine and clinical guidelines and improving team-based decision-making. Factors affecting policy-level decision making and its relationship with the information systems are explored.",1.5,Complete all of the following Complete all of: HINF280 - Biomedical Fundamentals (1.5) admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 371, HINF 270."
HJlk1u_TXE,HINF381,HINF,"Epidemiology, Population Health and Public Health","An introduction to the principles and methods of epidemiology particularly as they apply to population health. Topics may include measurements of disease occurrence, study designs (cohort, case-control, randomized clinical trials), surveillance systems, population health, public health information systems for infectious and chronic diseases, health promotion and disease prevention issues.",1.5,Complete all of the following 1.5 units of STAT courses admission to BSc in Health Information Science or Combined BSc in Health Information Science and Computer Science or permission of the school.,,,"Credit will be granted for only one of HINF 381, HINF 380."
rkzy__TQV,HINF410,HINF,Information Management and Technology,"Critically examines the application of state-of-the-art IM&T principles and methods in the public and private sectors and the degree to which they apply to Canadian health care organizations. Provides students with a background in health information management and information technology (IT) strategy from a private and public sector organizational perspective. Students identify strategies and approaches to ensuring managers, clinicians, patients and the public receive information at the right time in a cost-effective manner.",1.5,Complete all of the following Complete all of: HINF310 - Electronic Records and Decision Support Systems (1.5) HINF351 - Information Technology Procurement (1.5) Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Complete 1 of: HINF002 - Co-op Work Term (4.5) CSC002 - Co-op Work Term (4.5),,,
Hyuy__pXV,HINF450,HINF,Health Information System Design,"Students develop and demonstrate a systematic understanding of software systems design and its connection to requirements engineering, modelling, system analysis, system implementation and system verification. Provides coverage of the specific requirements of the development of contemporary and future information systems in health care. Covers the technical principles underlying such systems. Knowledge and skills required for the design, implementation, maintenance and replacement of complex information systems in health care are developed.",1.5,Complete all of the following Complete all of: HINF200 - Principles of Health Database Design (1.5) CSC375 - Introduction to Systems Analysis (1.5) Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Complete 1 of: HINF002 - Co-op Work Term (4.5) CSC002 - Co-op Work Term (4.5),,,
SkH1O_pXN,HINF420,HINF,Societal Implications of Information Technology,"Reflects on the societal and ethical implications of health information technologies (IT). Provides an examination of some of the systemic and societal issues related to the IT revolution. Examines how IT has affected, and will continue to affect, the human condition as seen from individual and community perspectives.",1.5,Complete all of the following Complete all of: HINF310 - Electronic Records and Decision Support Systems (1.5) HINF320 - Project Management (1.5) HINF371 - Clinical Methodologies (1.5) Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Complete 1 of: HINF002 - Co-op Work Term (4.5) CSC002 - Co-op Work Term (4.5),,,
B1nku_TmV,HINF470,HINF,Trends in Health Informatics,Exposes students to the changing topics in health informatics and the emerging trends in health information technology. Topics may include: electronic health records; consumer health informatics; personalized health records; mobile technology; telemedicine; bioinformatics; precision medicine; business intelligence and big data. Students have the chance to review current published work and speak to experts in the field. Culminates with a capstone project.,1.5,Complete all of the following Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Complete 1 of: HINF002 - Co-op Work Term (4.5) CSC002 - Co-op Work Term (4.5) Complete 1 of: HINF112 - Introduction to Health Information Analysis (1.5) CSC110 - Fundamentals of Programming I (1.5),,,
r16NYp9K_,HINF485,HINF,Artificial Intelligence in Health Care,"Students establish a comprehensive understanding of past, present and future of artificial intelligence (AI) in health care. Course covers variety and dynamic ways AI is applied to health information science. Provides analysis of AI in medical expert systems, natural language processing, machine learning, predictive analytics and robotics supporting complex automated health informatics workflows. Critical lens applied to knowledge and skills to develop and determine the future of AI in its full potential in health care.",1.5,Complete all of the following Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Minimum 3rd-year standing in HINF or permission of the department.,,,"Credit will be granted for only one of HINF 485, HINF 491 (if taken in the same topic)."
ByoyOOTmN,HINF461,HINF,System Evaluation and Quality Improvement,"Examination of key concepts, methods and approaches in the field of evaluation. Topics may include: formative and summative evaluation; quantitative and qualitative methods; developing performance metrics; total quality management (TQM); core principles of clinical quality improvement (CQI); balanced scorecards and dashboards.",1.5,"Complete all of the following Complete all of: HINF381 - Epidemiology, Population Health and Public Health (1.5) Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Complete 1 of: HINF002 - Co-op Work Term (4.5) CSC002 - Co-op Work Term (4.5)",,,"Credit will be granted for only one of HINF 461, HINF 460."
rk1zFdaX4,HLTH250,HLTH,Current Issues in Health and Community Services,"Explores major contemporary issues in Canadian health and social services delivery, using a life course and social determinants perspective. Students are introduced to a variety of issues in health care and social services and develop an understanding of different perspectives on complex social issues that are addressed through our health, social and other public and private service delivery systems.",1.5,,,,"Credit will be granted for only one of HLTH 250, HLTH 480 (if taken in the same topic)."
Sypku_pQE,HINF490,HINF,Directed Study,"Students wishing to pursue a course of directed readings or of a directed project should consult with a faculty member willing to supervise such a course, formulate a proposal describing both the content of the course and a suitable means of evaluating the student's work.","['1.5', '3']",Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5),,,
BJ01b80QV,HLTH251,HLTH,Healthy Sexuality,"Explores human sexuality, which is a multi-faceted concept, influenced by biological, cultural, environmental, historical, psychological and societal contexts. Students are encouraged to investigate the dynamic role sexuality plays in human experience and the mechanisms by which individuals can achieve healthy sexuality. Course readings, assignments and class activities encourage students to explore the complexities of human sexuality from a number of perspectives.",1.5,,,,"Credit will be granted for only one of HLTH 251, HLTH 480 (if taken in the same topic), HSD 460 (if taken in the same topic)."
SJ6y__aQE,HINF491,HINF,Topics in Health Informatics,Advanced topics in various areas of health informatics.,"['1.5', '3']",Complete all of the following Complete 1 of: HINF001 - Co-op Work Term (4.5) CSC001 - Co-op Work Term (4.5) Minimum third-year standing.,,,
SknB95gPt,HLTH252,HLTH,Principles of Public and Population Health,"Introduction to the field of public and population health, drawing upon historical and contemporary issues in public health. Emphasis on public health equity, covers conceptual foundations of public and population health, the history of public health in Canada, public health core functions, and public health ethics.",1.5,,,,
rJOSynZDK,HLTH253,HLTH,Introduction to Indigenous Health in Canada,"Provides introductory knowledge on Indigenous Peoples experiences with settler colonialism in Canada. Students are guided to understand the historical and contemporary contexts surrounding health disparities and inequities experienced by First Nations, Métis and Inuit communities. Indigenous concepts of health and wellbeing will be discussed with a focus on resistance and leadership of Indigenous Peoples in addressing health challenges.",1.5,,,,
S1fzFd6QN,HLTH301,HLTH,Health Systems in Canada,"Evolution of health systems in Canada. Using a historical perspective, will explore key elements of the health and social services sector including institutional and community-based care, access to, and funding of health care services and programs. Current events are used to explore health systems challenges and successes. Learn about inter-professional practice within health systems.",1.5,,,,
rylMFd67V,HLTH300,HLTH,Social Determinants of Health,"Introduces students to population health perspectives. Definitions of health will be discussed starting with individual constructions and moving towards an understanding of health as a social and cultural construct. Students will critically analyze health inequities—how and why some populations experience better or worse health than others. A range of population health promotion interventions is explored, from healthy public policy to the re-orientation of the health care system.",1.5,,,,"Credit will only be granted for one of HLTH 300, EPHE 351."
HJXGtO674,HLTH320,HLTH,Health Program Planning and Project Management,"Provides an introduction to health program planning and project management within the health sector. Included in the course is an exploration of health planning within the context of primary health care; health promotion and disease prevention as well as the management of chronic illness. Project planning and management as well as an examination of project cycles; effective project design, implementation and evaluation are explored. Project team building and leadership are examined.",1.5,,,,
H1HMt_pX4,HLTH352,HLTH,Promoting Healthy Sexualities,"Examines social constructions of sexuality, living diverse sexualities and promoting healthy sexualities through three modules. The first explores the ways sexuality has been socially constructed within cultures and disciplines. The second examines diverse sexualities that exist within Canada today. The third module focuses on services to promote and support healthy sexualities.",1.5,Complete all of: HLTH251 - Healthy Sexuality (1.5),,,
B1VzYupXN,HLTH350,HLTH,Health Research Literacy,"An overview of basic research practices in the context of health and community services. Examine the role of research in the field of public and population health and will discuss the risks and ethical issues related to conducting and utilizing research. Explore how to develop research questions, conduct literature searches, and determine appropriate research approaches and methodologies.",1.5,,,,
